,Fecha,Temperatura,Precipitación,Humedad
0,01/01/2010,17.440675196366236,10.957481997233586,52.38463748841593
1,02/01/2010,25.75946831862097,5.3156276517729895,30.63352983123037
2,03/01/2010,20.138168803582197,15.317706093986718,41.49671457625978
3,04/01/2010,17.244159149844844,13.151007718300209,90.68470436022656
4,05/01/2010,11.182739966945237,16.41366719923173,22.11642167691392
5,06/01/2010,22.294705653332805,13.359969520448349,29.41516539922381
6,07/01/2010,11.879360563134624,9.038980207390308,15.462342364843986
7,08/01/2010,14.889295723531715,9.9016035987084,54.35906079674394
8,09/01/2010,38.18313802505146,1.112009295385179,57.64696423940397
9,10/01/2010,9.172075941288885,6.158725053507319,52.68883066268545
10,11/01/2010,29.586251904133228,0.9251695513323744,13.09736581704741
11,12/01/2010,16.444745987645224,8.600541415040748,96.52083989625434
12,13/01/2010,18.40222805469661,4.515998237809606,85.96696282029072
13,14/01/2010,36.27983191463305,14.07295216583979,83.83366973058958
14,15/01/2010,-6.448197090105653,4.403570531130021,88.76957279837288
15,16/01/2010,-5.643535014922964,1.6286367113267608,79.93226448355897
16,17/01/2010,-8.989080127983714,16.775945567999454,22.549381063462803
17,18/01/2010,31.6309922773969,1.2006572058853004,97.43431878808178
18,19/01/2010,28.907837547492527,15.019169186989842,94.03466256461437
19,20/01/2010,33.500607412340955,18.588506519632663,72.64694002410758
20,21/01/2010,14.889295723531715,9.9016035987084,54.35906079674394
21,22/01/2010,29.95792821083618,11.193358597381875,10.099999755155162
22,23/01/2010,13.073968112646591,9.034534205067356,53.72755924723642
23,24/01/2010,29.026458814322773,15.97420117432447,63.53231252835125
24,25/01/2010,-4.086278706553339,12.469600122093748,99.45831908462974
25,26/01/2010,21.99605106637619,5.565468731423051,21.962353334474507
26,27/01/2010,-2.8323356295476803,0.0293801228474044,17.993808774351315
27,28/01/2010,37.23344585247919,9.657354576830317,48.36865942029158
28,29/01/2010,16.092416087503583,17.882177647869327,77.58606000405358
29,30/01/2010,10.73309699952618,18.107263406453345,40.606329655751125
30,31/01/2010,3.2277806052313487,2.505939661069887,69.61242274218765
31,01/02/2010,28.711684471710832,17.21353934717378,90.04945479408079
32,02/02/2010,12.807516610827427,0.6886257159362841,81.38457919930153
33,03/02/2010,18.421697443432425,1.846985506804244,19.14362726716231
34,04/02/2010,-9.060509978182242,19.324416247290007,50.14677944287033
35,05/02/2010,20.881774853793853,7.739348143831095,13.41933889814874
36,06/02/2010,20.60478613612107,1.4156779330544178,25.17744919927961
37,07/02/2010,20.846699843737845,9.409107087070428,79.3639923866029
38,08/02/2010,37.18740392573121,0.9227403946951762,25.668381865328445
39,09/02/2010,14.889295723531715,9.9016035987084,54.35906079674394
40,10/02/2010,7.975395028689299,11.235004588717292,65.34806375770688
41,11/02/2010,14.889295723531715,9.9016035987084,54.35906079674394
42,12/02/2010,24.88155979636324,12.438251795765328,92.33399462965744
43,13/02/2010,-6.988726418536508,6.6939852768736285,15.26516626934726
44,14/02/2010,23.338335772283383,2.6495406576920555,92.731113231466
45,15/02/2010,23.531893480907968,19.68803716456676,20.24194484446321
46,16/02/2010,0.5191280536920448,4.998828309641947,91.07829850078978
